0		0		0
100		0		32
200		0		64
300		0		96
400		0		128
500		0		160
600		0		192
700		0		224
800		0		256
900		0		288
1000		0		320
1100		0		352
1200		0		384
1300		0		416
1400		0		448
1500		0		480
1600		0		512
1700		0		544
1800		0		576
1900		0		608
2000		0		640
2100		0		672
2200		0		704
2300		0		736
2400		0		768
2500		0		800
2600		0		832
2700		0		864
2800		0		896
2900		0		928
3000		0		960
3100		0		992
3200		0		1024
3300		0		1056
3400		0		1088
3500		0		1120
3600		0		1152
3700		0		1184
3800		0		1216
3900		0		1248
4000		0		1280
4100		0		1312
4200		0		1344
4300		0		1376
4400		0		1408
4500		0		1440
4600		0		1472
4700		0		1504
4800		0		1536
4900		0		1568
5000		0		1600
5100		0		1632
5200		0		1664
5300		0		1696
5400		0		1728
5500		0		1760
5600		0		1792
5700		0		1824
5800		0		1856
5900		0		1888
6000		0		1920
6100		0		1952
6200		0		1984
6300		0		2016
6400		0		2048
6500		0		2080
6600		0		2112
6700		0		2144
6800		0		2176
6900		0		2208
7000		0		2240
7100		0		2272
7200		0		2304
7300		0		2336
7400		0		2368
7500		0		2400
7600		0		2432
7700		0		2464
7800		0		2496
7900		0		2528
8000		0		2560
8100		0		2592
8200		0		2624
8300		0		2656
8400		0		2688
8500		0		2720
8600		0		2752
8700		0		2784
8800		0		2816
8900		0		2848
9000		0		2880
9100		0		2912
9200		0		2944
9300		0		2976
9400		0		3008
9500		0		3040
9600		0		3072
9700		0		3104
9800		0		3136
9900		0		3168
10000		0		3200
10100		0		3232
10200		0		3264
10300		0		3296
10400		0		3328
10500		0		3360
10600		0		3392
10700		0		3424
10800		0		3456
10900		0		3488
11000		0		3520
11100		0		3552
11200		0		3584
11300		0		3616
11400		0		3648
11500		0		3680
11600		0		3712
11700		0		3744
11800		0		3776
11900		0		3808
12000		0		3840
12100		0		3872
12200		0		3904
12300		0		3936
12400		0		3968
12500		0		4000
12600		0		4032
12700		0		4064
12800		0		4096
12900		0		4128
13000		0		4160
13100		0		4192
13200		0		4224
13300		0		4256
13400		0		4288
13500		0		4320
13600		0		4352
13700		0		4384
13800		0		4416
13900		0		4448
14000		0		4480
14100		0		4512
14200		0		4544
14300		0		4576
14400		0		4608
14500		0		4640
14600		0		4672
14700		0		4704
14800		0		4736
14900		0		4768
15000		0		4800
15100		0		4832
15200		0		4864
15300		0		4896
15400		0		4928
15500		0		4960
15600		0		4992
15700		0		5024
15800		0		5056
15900		0		5088
16000		0		5120
16100		0		5152
16200		0		5184
16300		0		5216
16400		0		5248
16500		0		5280
16600		0		5312
16700		0		5344
16800		0		5376
16900		0		5408
17000		0		5440
17100		0		5472
17200		0		5504
17300		0		5536
17400		0		5568
17500		0		5600
17600		0		5632
17700		0		5664
17800		0		5696
17900		0		5728
18000		0		5760
18100		0		5792
18200		0		5824
18300		0		5856
18400		0		5888
18500		0		5920
18600		0		5952
18700		0		5984
18800		0		6016
18900		0		6048
19000		0		6080
19100		0		6112
19200		0		6144
19300		0		6176
19400		0		6208
19500		0		6240
19600		0		6272
19700		0		6304
19800		0		6336
19900		0		6368
20000		0		6400
20100		0		6432
20200		0		6464
20300		0		6496
20400		0		6528
20500		0		6560
20600		0		6592
20700		0		6624
20800		0		6656
20900		0		6688
21000		0		6720
21100		0		6752
21200		0		6784
21300		0		6816
21400		0		6848
21500		0		6880
21600		0		6912
21700		0		6944
21800		0		6976
21900		0		7008
22000		0		7040
22100		0		7072
22200		0		7104
22300		0		7136
22400		0		7168
22500		0		7200
22600		0		7232
22700		0		7264
22800		0		7296
22900		0		7328
23000		0		7360
23100		0		7392
23200		0		7424
23300		0		7456
23400		0		7488
23500		0		7520
