0		0		0
100		0		64
200		0		128
300		0		192
400		0		256
500		0		320
600		0		384
700		0		448
800		0		512
900		0		576
1000		0		640
1100		0		704
1200		0		768
1300		0		832
1400		0		896
1500		0		960
1600		0		1024
1700		0		1088
1800		0		1152
1900		0		1216
2000		0		1280
2100		0		1344
2200		0		1408
2300		0		1472
2400		0		1536
2500		0		1600
2600		0		1664
2700		0		1728
2800		0		1792
2900		0		1856
3000		0		1920
3100		0		1984
3200		0		2048
3300		0		2112
3400		0		2176
3500		0		2240
3600		0		2304
3700		0		2368
3800		0		2432
3900		0		2496
4000		0		2560
4100		0		2624
4200		0		2688
4300		0		2752
4400		0		2816
4500		0		2880
4600		0		2944
4700		0		3008
4800		0		3072
4900		0		3136
5000		0		3200
5100		0		3264
5200		0		3328
5300		0		3392
5400		0		3456
5500		0		3520
5600		0		3584
5700		0		3648
5800		0		3712
5900		0		3776
6000		0		3840
6100		0		3904
6200		0		3968
6300		0		4032
6400		0		4096
6500		0		4160
6600		0		4224
6700		0		4288
6800		0		4352
6900		0		4416
7000		0		4480
7100		0		4544
7200		0		4608
7300		0		4672
7400		0		4736
7500		0		4800
7600		0		4864
7700		0		4928
7800		0		4992
7900		0		5056
8000		0		5120
8100		0		5184
8200		0		5248
8300		0		5312
8400		0		5376
8500		0		5440
8600		0		5504
8700		0		5568
8800		0		5632
8900		0		5696
9000		0		5760
9100		0		5824
9200		0		5888
9300		0		5952
9400		0		6016
9500		0		6080
9600		0		6144
9700		0		6208
9800		0		6272
9900		0		6336
