0		0		0
100		0		64
200		0		128
300		0		192
400		0		256
500		0		320
600		0		384
700		0		448
800		0		512
900		0		576
1000		0		640
1100		0		704
1200		0		768
1300		0		832
1400		0		896
1500		0		960
1600		0		1024
1700		0		1088
1800		0		1152
1900		0		1216
2000		0		1280
2100		0		1344
2200		0		1408
2300		0		1472
2400		0		1536
2500		0		1600
2600		0		1664
2700		0		1728
2800		0		1792
2900		0		1856
3000		0		1920
3100		0		1984
3200		0		2048
3300		0		2112
3400		0		2176
3500		0		2240
3600		0		2304
3700		0		2368
3800		0		2432
3900		0		2496
4000		0		2560
4100		0		2624
4200		0		2688
4300		0		2752
4400		0		2816
4500		0		2880
4600		0		2944
4700		0		3008
4800		0		3072
4900		0		3136
5000		0		3200
5100		0		3264
5200		0		3328
5300		0		3392
5400		0		3456
5500		0		3520
5600		0		3584
5700		0		3648
5800		0		3712
5900		0		3776
6000		0		3840
6100		0		3904
6200		0		3968
6300		0		4032
6400		0		4096
6500		0		4160
6600		0		4224
6700		0		4288
6800		0		4352
6900		0		4416
7000		0		4480
7100		0		4544
7200		0		4608
7300		0		4672
7400		0		4736
7500		0		4800
7600		0		4864
7700		0		4928
7800		0		4992
7900		0		5056
8000		0		5120
8100		0		5184
8200		0		5248
8300		0		5312
8400		0		5376
8500		0		5440
8600		0		5504
8700		0		5568
8800		0		5632
8900		0		5696
9000		0		5760
9100		0		5824
9200		0		5888
9300		0		5952
9400		0		6016
9500		0		6080
9600		0		6144
9700		0		6208
9800		0		6272
9900		0		6336
10000		0		6400
10100		0		6464
10200		0		6528
10300		0		6592
10400		0		6656
10500		0		6720
10600		0		6784
10700		0		6848
10800		0		6912
10900		0		6976
11000		0		7040
11100		0		7104
11200		0		7168
11300		0		7232
11400		0		7296
11500		0		7360
11600		0		7424
11700		0		7488
11800		0		7552
11900		0		7616
12000		0		7680
12100		0		7744
12200		0		7808
12300		0		7872
12400		0		7936
12500		0		8000
12600		0		8064
12700		0		8128
12800		0		8192
12900		0		8256
13000		0		8320
13100		0		8384
13200		0		8448
13300		0		8512
13400		0		8576
13500		0		8640
13600		0		8704
13700		0		8768
13800		0		8832
13900		0		8896
14000		0		8960
14100		0		9024
14200		0		9088
14300		0		9152
14400		0		9216
14500		0		9280
14600		0		9344
14700		0		9408
14800		0		9472
14900		0		9536
15000		0		9600
15100		0		9664
15200		0		9728
15300		0		9792
15400		0		9856
15500		0		9920
15600		0		9984
15700		0		10048
15800		0		10112
15900		0		10176
16000		0		10240
16100		0		10304
16200		0		10368
16300		0		10432
16400		0		10496
16500		0		10560
16600		0		10624
16700		0		10688
16800		0		10752
16900		0		10816
17000		0		10880
17100		0		10944
17200		0		11008
17300		0		11072
17400		0		11136
17500		0		11200
17600		0		11264
17700		0		11328
17800		0		11392
17900		0		11456
18000		0		11520
18100		0		11584
18200		0		11648
18300		0		11712
18400		0		11776
18500		0		11840
18600		0		11904
18700		0		11968
18800		0		12032
18900		0		12096
19000		0		12160
19100		0		12224
19200		0		12288
19300		0		12352
19400		0		12416
19500		0		12480
19600		0		12544
19700		0		12608
19800		0		12672
19900		0		12736
20000		0		12800
20100		0		12864
20200		0		12928
20300		0		12992
20400		0		13056
20500		0		13120
20600		0		13184
20700		0		13248
20800		0		13312
20900		0		13376
21000		0		13440
21100		0		13504
21200		0		13568
21300		0		13632
21400		0		13696
21500		0		13760
21600		0		13824
21700		0		13888
21800		0		13952
21900		0		14016
22000		0		14080
22100		0		14144
22200		0		14208
22300		0		14272
22400		0		14336
22500		0		14400
22600		0		14464
22700		0		14528
22800		0		14592
22900		0		14656
23000		0		14720
23100		0		14784
23200		0		14848
23300		0		14912
23400		0		14976
23500		0		15040
23600		0		15104
23700		0		15168
23800		0		15232
23900		0		15296
24000		0		15360
24100		0		15424
24200		0		15488
24300		0		15552
24400		0		15616
24500		0		15680
24600		0		15744
24700		0		15808
24800		0		15872
24900		0		15936
25000		0		16000
25100		0		16064
25200		0		16128
25300		0		16192
25400		0		16256
25500		0		16320
25600		0		16384
25700		0		16448
25800		0		16512
25900		0		16576
26000		0		16640
